taxid	organism_name	annotation_id	annotation_url	assembly_accession	assembly_url	busco_complete	busco_duplicated	busco_single_copy	busco_fragmented	busco_missing
9627	Vulpes vulpes	1e9b1f5a30fd6b766e6a8d956221e960	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/418/805/GCF_048418805.1_VulVul3/GCF_048418805.1_VulVul3_genomic.gff.gz	GCF_048418805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/418/805/GCF_048418805.1_VulVul3/GCF_048418805.1_VulVul3_genomic.fna.gz	99.2	4.7	94.6	0.8	0.0
9629	Vulpes corsac	41ba9d6a8f4a687778e66313dbc69bb7	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Vulpes_corsac/GCA_030463245.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_030463245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/463/245/GCA_030463245.1_zhanglab2022/GCA_030463245.1_zhanglab2022_genomic.fna.gz	98.4	5.4	93.0	0.0	1.6
9638	Tremarctos ornatus	8dd9201545f8265b1717ad7eb79e1461	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tremarctos_ornatus/GCA_028551375.1/ensembl/geneset/2025_12/genes.gff3.gz	GCA_028551375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/375/GCA_028551375.1_Tremarctos_ornatus_HiC/GCA_028551375.1_Tremarctos_ornatus_HiC_genomic.fna.gz	96.9	0.8	96.1	1.6	1.6
9643	Ursus americanus	655a6479dd8d358b59f8e61aa9fecd3e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/975/775/GCF_020975775.1_gsc_jax_bbear_1.0/GCF_020975775.1_gsc_jax_bbear_1.0_genomic.gff.gz	GCF_020975775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/975/775/GCF_020975775.1_gsc_jax_bbear_1.0/GCF_020975775.1_gsc_jax_bbear_1.0_genomic.fna.gz	99.2	0.8	98.4	0.8	0.0
9644	Ursus arctos	d4e8c4ff34cfa84fc5bc529a00eccd55	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/065/955/GCF_023065955.2_UrsArc2.0/GCF_023065955.2_UrsArc2.0_genomic.gff.gz	GCF_023065955.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/065/955/GCF_023065955.2_UrsArc2.0/GCF_023065955.2_UrsArc2.0_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
9646	Ailuropoda melanoleuca	ee0e92dc7f4dffe8d566a4d053d37a6e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/445/GCF_002007445.2_ASM200744v3/GCF_002007445.2_ASM200744v3_genomic.gff.gz	GCF_002007445.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/445/GCF_002007445.2_ASM200744v3/GCF_002007445.2_ASM200744v3_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
9657	Lutra lutra	24038fd15ba0b844102c31d386b04436	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/655/055/GCF_902655055.1_mLutLut1.2/GCF_902655055.1_mLutLut1.2_genomic.gff.gz	GCF_902655055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/655/055/GCF_902655055.1_mLutLut1.2/GCF_902655055.1_mLutLut1.2_genomic.fna.gz	100.0	10.1	89.9	0.0	0.0
9659	Martes foina	e58a18cdfec4d5dad8dadceac8657752	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Martes_foina/GCA_964304585.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_964304585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/304/585/GCA_964304585.1_mMarFoi2.1/GCA_964304585.1_mMarFoi2.1_genomic.fna.gz	97.7	0.8	96.9	1.6	0.8
9662	Meles meles	1139939172af7a8f28d8b65b21d827ca	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/922/984/935/GCF_922984935.1_mMelMel3.1_paternal_haplotype/GCF_922984935.1_mMelMel3.1_paternal_haplotype_genomic.gff.gz	GCF_922984935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/922/984/935/GCF_922984935.1_mMelMel3.1_paternal_haplotype/GCF_922984935.1_mMelMel3.1_paternal_haplotype_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
9666	Mustela lutreola	1b041ddb64c34c1256a080d35929b55d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/805/GCF_030435805.1_mMusLut2.pri/GCF_030435805.1_mMusLut2.pri_genomic.gff.gz	GCF_030435805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/805/GCF_030435805.1_mMusLut2.pri/GCF_030435805.1_mMusLut2.pri_genomic.fna.gz	99.2	4.7	94.6	0.8	0.0
9668	Mustela putorius	7bde59271a99e607298f894d2f8a6b95	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mustela_putorius/GCA_902460205.1/ensembl/geneset/2020_08/genes.gff3.gz	GCA_902460205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/205/GCA_902460205.1_polecat_10x_lmp_/GCA_902460205.1_polecat_10x_lmp__genomic.fna.gz	86.0	1.6	84.5	7.8	6.2
9669	Mustela putorius furo	b4786649c7f50fcb5ca3c9a5a028b8d2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/764/305/GCF_011764305.1_ASM1176430v1.1/GCF_011764305.1_ASM1176430v1.1_genomic.gff.gz	GCF_011764305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/764/305/GCF_011764305.1_ASM1176430v1.1/GCF_011764305.1_ASM1176430v1.1_genomic.fna.gz	99.2	5.4	93.8	0.8	0.0
9678	Crocuta crocuta	e649fd3ee6dd13bc4f916cef55495b7c	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/635/GCF_008692635.1_BGI_CrCroc_1.0/GCF_008692635.1_BGI_CrCroc_1.0_genomic.gff.gz	GCF_008692635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/635/GCF_008692635.1_BGI_CrCroc_1.0/GCF_008692635.1_BGI_CrCroc_1.0_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
9685	Felis catus	b5b6517c06ff3b147faf14a893cc5ae7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/175/GCF_018350175.1_F.catus_Fca126_mat1.0/GCF_018350175.1_F.catus_Fca126_mat1.0_genomic.gff.gz	GCF_018350175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/175/GCF_018350175.1_F.catus_Fca126_mat1.0/GCF_018350175.1_F.catus_Fca126_mat1.0_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
9689	Panthera leo	2e22774d52f58df89decb199b98b7c08	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/215/GCF_018350215.1_P.leo_Ple1_pat1.1/GCF_018350215.1_P.leo_Ple1_pat1.1_genomic.gff.gz	GCF_018350215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/215/GCF_018350215.1_P.leo_Ple1_pat1.1/GCF_018350215.1_P.leo_Ple1_pat1.1_genomic.fna.gz	99.2	1.6	97.7	0.0	0.8
9690	Panthera onca	1babac1fdc0d2858032d16a53d296ae8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/562/875/GCF_046562875.1_mPanOnc1_haplotype_2/GCF_046562875.1_mPanOnc1_haplotype_2_genomic.gff.gz	GCF_046562875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/562/875/GCF_046562875.1_mPanOnc1_haplotype_2/GCF_046562875.1_mPanOnc1_haplotype_2_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
9691	Panthera pardus	031da8868621d77d05922bcfd66a16bd	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/965/GCF_024362965.1_ASM2436296v1/GCF_024362965.1_ASM2436296v1_genomic.gff.gz	GCF_024362965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/965/GCF_024362965.1_ASM2436296v1/GCF_024362965.1_ASM2436296v1_genomic.fna.gz	98.4	3.1	95.3	0.8	0.8
9694	Panthera tigris	01aaea1b9f36d1997b405850bbaf71a0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/195/GCF_018350195.1_P.tigris_Pti1_mat1.1/GCF_018350195.1_P.tigris_Pti1_mat1.1_genomic.gff.gz	GCF_018350195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/195/GCF_018350195.1_P.tigris_Pti1_mat1.1/GCF_018350195.1_P.tigris_Pti1_mat1.1_genomic.fna.gz	98.4	3.9	94.6	0.8	0.8
9696	Puma concolor	53f2cc2c21717a206e8929e651c57b95	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/749/965/GCF_028749965.1_mPumCon1.1.hap2/GCF_028749965.1_mPumCon1.1.hap2_genomic.gff.gz	GCF_028749965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/749/965/GCF_028749965.1_mPumCon1.1.hap2/GCF_028749965.1_mPumCon1.1.hap2_genomic.fna.gz	100.0	0.0	100.0	0.0	0.0
9704	Zalophus californianus	faa39d17374fc9e7d7717c4c26a1d868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/305/GCF_009762305.2_mZalCal1.pri.v2/GCF_009762305.2_mZalCal1.pri.v2_genomic.gff.gz	GCF_009762305.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/305/GCF_009762305.2_mZalCal1.pri.v2/GCF_009762305.2_mZalCal1.pri.v2_genomic.fna.gz	99.2	13.2	86.0	0.8	0.0
9708	Odobenus rosmarus divergens	9e7fcffb62a6348151c32dc4de538450	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/225/GCF_000321225.1_Oros_1.0/GCF_000321225.1_Oros_1.0_genomic.gff.gz	GCF_000321225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/225/GCF_000321225.1_Oros_1.0/GCF_000321225.1_Oros_1.0_genomic.fna.gz	98.4	1.6	96.9	1.6	0.0
9711	Halichoerus grypus	c73022b21a0464b9bc99922cb72b3130	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Halichoerus_grypus/GCA_964656455.1/ensembl/geneset/2025_08/genes.gff3.gz	GCA_964656455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/656/455/GCA_964656455.1_mHalGry1.hap1.1/GCA_964656455.1_mHalGry1.hap1.1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
9713	Leptonychotes weddellii	e7bf83e6b57f69b79008728d7a3ddb9c	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/177/405/GCF_054177405.1_ASM5417740v2/GCF_054177405.1_ASM5417740v2_genomic.gff.gz	GCF_054177405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/177/405/GCF_054177405.1_ASM5417740v2/GCF_054177405.1_ASM5417740v2_genomic.fna.gz	89.9	4.7	85.3	7.8	2.3
9715	Mirounga leonina	3e011d54408d5c7e5eb02d6f01131da7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/145/GCF_011800145.1_KU_Mleo_1.0/GCF_011800145.1_KU_Mleo_1.0_genomic.gff.gz	GCF_011800145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/145/GCF_011800145.1_KU_Mleo_1.0/GCF_011800145.1_KU_Mleo_1.0_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
9716	Mirounga angustirostris	be9ba6d46b8823bc4fc0085821aebd02	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/215/605/GCF_029215605.1_mMirAng1.0.hap1/GCF_029215605.1_mMirAng1.0.hap1_genomic.gff.gz	GCF_029215605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/215/605/GCF_029215605.1_mMirAng1.0.hap1/GCF_029215605.1_mMirAng1.0.hap1_genomic.fna.gz	99.2	6.2	93.0	0.8	0.0
9720	Phoca vitulina	c1e0031400cf189bb9709fd22c44982c	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/235/GCF_004348235.1_GSC_HSeal_1.0/GCF_004348235.1_GSC_HSeal_1.0_genomic.gff.gz	GCF_004348235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/235/GCF_004348235.1_GSC_HSeal_1.0/GCF_004348235.1_GSC_HSeal_1.0_genomic.fna.gz	100.0	5.4	94.6	0.0	0.0
9725	Inia geoffrensis	0000348b7c0c6106dc2227d38d86ece9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/417/435/GCA_036417435.1_mIniGeo1.hap1/GCA_036417435.1_mIniGeo1.hap1_genomic.gff.gz	GCA_036417435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/417/435/GCA_036417435.1_mIniGeo1.hap1/GCA_036417435.1_mIniGeo1.hap1_genomic.fna.gz	99.2	3.9	95.3	0.0	0.8
9728	Delphinus delphis	b93bcb6e4093f5207c19d204d9a34d93	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/987/515/GCF_949987515.2_mDelDel1.2/GCF_949987515.2_mDelDel1.2_genomic.gff.gz	GCF_949987515.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/987/515/GCF_949987515.2_mDelDel1.2/GCF_949987515.2_mDelDel1.2_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
9731	Globicephala melas	a6492aa57fabcaced6494236410736df	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/455/315/GCF_963455315.2_mGloMel1.2/GCF_963455315.2_mGloMel1.2_genomic.gff.gz	GCF_963455315.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/455/315/GCF_963455315.2_mGloMel1.2/GCF_963455315.2_mGloMel1.2_genomic.fna.gz	99.2	3.1	96.1	0.0	0.8
9733	Orcinus orca	0255325028087c9481ddf3db19a71fe9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/001/465/GCF_937001465.1_mOrcOrc1.1/GCF_937001465.1_mOrcOrc1.1_genomic.gff.gz	GCF_937001465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/001/465/GCF_937001465.1_mOrcOrc1.1/GCF_937001465.1_mOrcOrc1.1_genomic.fna.gz	99.2	5.4	93.8	0.0	0.8
9737	Stenella coeruleoalba	3f1b1a9512c41ba6d9fe9f22eefd040d	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Stenella_coeruleoalba/GCA_951394435.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_951394435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/394/435/GCA_951394435.1_mSteCoe1.1/GCA_951394435.1_mSteCoe1.1_genomic.fna.gz	100.0	2.3	97.7	0.0	0.0
9739	Tursiops truncatus	34666d8a1ed5da7534d37386d9ff0141	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/595/GCF_011762595.2_mTurTru1.mat.Y/GCF_011762595.2_mTurTru1.mat.Y_genomic.gff.gz	GCF_011762595.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/595/GCF_011762595.2_mTurTru1.mat.Y/GCF_011762595.2_mTurTru1.mat.Y_genomic.fna.gz	99.2	2.3	96.9	0.0	0.8
9742	Phocoena phocoena	1c0fda84eaae5195e423efe21e27b99e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/675/GCF_963924675.1_mPhoPho1.1/GCF_963924675.1_mPhoPho1.1_genomic.gff.gz	GCF_963924675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/675/GCF_963924675.1_mPhoPho1.1/GCF_963924675.1_mPhoPho1.1_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
9749	Delphinapterus leucas	f33e569824ff019edd3732bad543a766	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Delphinapterus_leucas/GCA_035221355.1/ensembl/geneset/2025_01/genes.gff3.gz	GCA_035221355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/221/355/GCA_035221355.1_mDelLeu1_p1.0/GCA_035221355.1_mDelLeu1_p1.0_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
9755	Physeter macrocephalus	3a987445f28857c221a0e98f5fa8c11a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.3_ASM283717v5/GCF_002837175.3_ASM283717v5_genomic.gff.gz	GCF_002837175.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.3_ASM283717v5/GCF_002837175.3_ASM283717v5_genomic.fna.gz	96.1	4.7	91.5	3.9	0.0
9764	Eschrichtius robustus	ae83aaa472d46dcc1395721ad1522148	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Eschrichtius_robustus/GCA_028021215.1/ensembl/geneset/2024_04/genes.gff3.gz	GCA_028021215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/021/215/GCA_028021215.1_mEscRob2.pri/GCA_028021215.1_mEscRob2.pri_genomic.fna.gz	100.0	2.3	97.7	0.0	0.0
9767	Balaenoptera acutorostrata	b2a6a08ac84d5f4d81fd70f43ddaa61b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/987/535/GCF_949987535.1_mBalAcu1.1/GCF_949987535.1_mBalAcu1.1_genomic.gff.gz	GCF_949987535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/987/535/GCF_949987535.1_mBalAcu1.1/GCF_949987535.1_mBalAcu1.1_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
9768	Balaenoptera borealis	71bac098be5836a5087ad7352f4b2b39	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/194/805/GCF_965194805.1_mBalBor1.hap1.1/GCF_965194805.1_mBalBor1.hap1.1_genomic.gff.gz	GCF_965194805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/194/805/GCF_965194805.1_mBalBor1.hap1.1/GCF_965194805.1_mBalBor1.hap1.1_genomic.fna.gz	99.2	0.8	98.4	0.8	0.0
9770	Balaenoptera physalus	7a4c4ae7d6a60c012249d10727ce1965	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/194/825/GCF_965194825.1_mBalPhy2.hap1.1/GCF_965194825.1_mBalPhy2.hap1.1_genomic.gff.gz	GCF_965194825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/194/825/GCF_965194825.1_mBalPhy2.hap1.1/GCF_965194825.1_mBalPhy2.hap1.1_genomic.fna.gz	99.2	3.1	96.1	0.8	0.0
9771	Balaenoptera musculus	9d0ad81ec4201a8020dc44fca15f7faa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/873/245/GCF_009873245.2_mBalMus1.pri.v3/GCF_009873245.2_mBalMus1.pri.v3_genomic.gff.gz	GCF_009873245.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/873/245/GCF_009873245.2_mBalMus1.pri.v3/GCF_009873245.2_mBalMus1.pri.v3_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
9773	Megaptera novaeangliae	fb462808b00ed6c2f178d3b8c4ad3a8b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/834/305/GCA_041834305.1_ASM4183430v1/GCA_041834305.1_ASM4183430v1_genomic.gff.gz	GCA_041834305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/834/305/GCA_041834305.1_ASM4183430v1/GCA_041834305.1_ASM4183430v1_genomic.fna.gz	98.4	3.9	94.6	0.8	0.8
9777	Trichechus inunguis	056a69ca730623192697d447b00d54bc	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/562/895/GCA_046562895.1_mTriInu1_haplotype_2/GCA_046562895.1_mTriInu1_haplotype_2_genomic.gff.gz	GCA_046562895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/562/895/GCA_046562895.1_mTriInu1_haplotype_2/GCA_046562895.1_mTriInu1_haplotype_2_genomic.fna.gz	98.4	0.8	97.7	1.6	0.0
9785	Loxodonta africana	0d8e7b63a615e1e1a86c54193558e862	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Loxodonta_africana/GCA_030014295.1/ensembl/geneset/2023_10/genes.gff3.gz	GCA_030014295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/295/GCA_030014295.1_mLoxAfr1.hap2/GCA_030014295.1_mLoxAfr1.hap2_genomic.fna.gz	98.4	2.3	96.1	1.6	0.0
9793	Equus asinus	3ebf06f8c6b79e49fd4353c94afbaa18	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Equus_asinus/GCA_016077325.2/ensembl/geneset/2022_06/genes.gff3.gz	GCA_016077325.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/077/325/GCA_016077325.2_ASM1607732v2/GCA_016077325.2_ASM1607732v2_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
9796	Equus caballus	c644fbf8f070b24736bf3ded18907328	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/296/265/GCF_041296265.1_TB-T2T/GCF_041296265.1_TB-T2T_genomic.gff.gz	GCF_041296265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/296/265/GCF_041296265.1_TB-T2T/GCF_041296265.1_TB-T2T_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
9798	Equus przewalskii	5df5831605a2a05f3182b8aac8291f17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/783/145/GCF_037783145.1_EquPr2/GCF_037783145.1_EquPr2_genomic.gff.gz	GCF_037783145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/783/145/GCF_037783145.1_EquPr2/GCF_037783145.1_EquPr2_genomic.fna.gz	98.4	0.8	97.7	1.6	0.0
9802	Tapirus indicus	c435fbaa40af2c4bf40c04bd02ea6719	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/878/705/GCA_031878705.1_mTapInd1.hap2/GCA_031878705.1_mTapInd1.hap2_genomic.gff.gz	GCA_031878705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/878/705/GCA_031878705.1_mTapInd1.hap2/GCA_031878705.1_mTapInd1.hap2_genomic.fna.gz	99.2	1.6	97.7	0.0	0.8
9823	Sus scrofa	8c642649c923d7b1cf5daad22866df73	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.7_T2T-Sscrofa/GCA_000003025.7_T2T-Sscrofa_genomic.gff.gz	GCA_000003025.7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.7_T2T-Sscrofa/GCA_000003025.7_T2T-Sscrofa_genomic.fna.gz	100.0	0.0	100.0	0.0	0.0
9825	Sus scrofa domesticus	f49480a2c2dbd9b4234dc326b331a469	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Sus_scrofa_domesticus/GCA_017957985.1/ensembl/geneset/2023_08/genes.gff3.gz	GCA_017957985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/957/985/GCA_017957985.1_ASM1795798v1/GCA_017957985.1_ASM1795798v1_genomic.fna.gz	97.7	2.3	95.3	2.3	0.0
9833	Hippopotamus amphibius	04b43a589b6608796a618655e842915d	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hippopotamus_amphibius/GCA_004027065.2/ensembl/geneset/2020_05/genes.gff3.gz	GCA_004027065.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/065/GCA_004027065.2_HipAmp_v2_BIUU_UCD/GCA_004027065.2_HipAmp_v2_BIUU_UCD_genomic.fna.gz	97.7	4.7	93.0	1.6	0.8
9837	Camelus bactrianus	7d748b44da0630995fb85633b54769ae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/773/025/GCF_048773025.1_ASM4877302v1/GCF_048773025.1_ASM4877302v1_genomic.gff.gz	GCF_048773025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/773/025/GCF_048773025.1_ASM4877302v1/GCF_048773025.1_ASM4877302v1_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
9838	Camelus dromedarius	cddb10d20c83222ccc71a53e33364b0f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/321/535/GCF_036321535.1_mCamDro1.pat/GCF_036321535.1_mCamDro1.pat_genomic.gff.gz	GCF_036321535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/321/535/GCF_036321535.1_mCamDro1.pat/GCF_036321535.1_mCamDro1.pat_genomic.fna.gz	97.7	1.6	96.1	1.6	0.8
9858	Capreolus capreolus	66b3d3b9de4b26601771d88a5e63c4b6	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Capreolus_capreolus/GCA_951849835.1/ensembl/geneset/2023_10/genes.gff3.gz	GCA_951849835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/849/835/GCA_951849835.1_ETH_CapCap1/GCA_951849835.1_ETH_CapCap1_genomic.fna.gz	98.4	7.8	90.7	1.6	0.0
9860	Cervus elaphus	4993069e083f6166a3f0d4278a5f5b00	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cervus_elaphus/GCA_910594005.1/ensembl/geneset/2023_08/genes.gff3.gz	GCA_910594005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/005/GCA_910594005.1_mCerEla1.1/GCA_910594005.1_mCerEla1.1_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
9874	Odocoileus virginianus	0ef237c0b14b36ef4212793ce6864ee0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/699/985/GCF_023699985.2_Ovbor_1.2/GCF_023699985.2_Ovbor_1.2_genomic.gff.gz	GCF_023699985.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/699/985/GCF_023699985.2_Ovbor_1.2/GCF_023699985.2_Ovbor_1.2_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
9877	Odocoileus hemionus hemionus	551c2868c0e87819b4edb895a6acb37a	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Odocoileus_hemionus_hemionus/GCA_004115125.1/ensembl/geneset/2020_05/genes.gff3.gz	GCA_004115125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/125/GCA_004115125.1_UofA_Ohem_1.0/GCA_004115125.1_UofA_Ohem_1.0_genomic.fna.gz	86.8	4.7	82.2	10.1	3.1
9880	Odocoileus virginianus texanus	ef660449f25bb9e4732f7bd05c74f86f	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Odocoileus_virginianus_texanus/GCA_002102435.1/ensembl/geneset/2020_08/genes.gff3.gz	GCA_002102435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/435/GCA_002102435.1_Ovir.te_1.0/GCA_002102435.1_Ovir.te_1.0_genomic.fna.gz	89.1	3.1	86.0	9.3	1.6
9886	Muntiacus reevesi	ab46baa18df773b703c509eb702d935c	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Muntiacus_reevesi/GCA_963930625.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_963930625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/930/625/GCA_963930625.1_mMunRee1.1/GCA_963930625.1_mMunRee1.1_genomic.fna.gz	100.0	100.0	0.0	0.0	0.0
